type;operations_id;contract_id;car_id;date;amount;descriptions
fact;CF366;;CAR_08;13.12.2025;10560.0;
payment;CP662;;CAR_08;13.12.2025;5280.0;
debit;CD325;;CAR_03;13.12.2025;-5500.0;
fact;CF367;;CAR_03;13.12.2025;5500.0;
fact;CF369;;CAR_08;13.01.2025;4840.0;
payment;CP668;;CAR_08;13.01.2025;4840.0;
debit;CD327;;CAR_08;13.02.2025;-4840.0;
fact;CF371;;CAR_08;13.02.2025;9680.0;
payment;CP673;;CAR_08;13.02.2025;4840.0;
payment;CP674;;CAR_09;13.02.2025;30800.0;
debit;CD329;;CAR_07;12.03.2025;4840.0;
payment;CP680;;CAR_07;13.03.2025;4840.0;
debit;CD330;;CAR_08;12.03.2025;-10120.0;
fact;CF372;;CAR_08;12.03.2025;15400.0;
payment;CP681;;CAR_08;13.03.2025;5280.0;
payment;CP682;;CAR_09;12.03.2025;33440.0;
fact;CF374;;CAR_07;12.04.2025;4840.0;
payment;CP687;;CAR_07;12.04.2025;4840.0;
debit;CD333;;CAR_08;12.04.2025;-11220.0;
fact;CF375;;CAR_08;12.04.2025;16500.0;
payment;CP688;;CAR_08;12.04.2025;5280.0;
fact;CF376;;CAR_02;12.04.2025;24640.0;
payment;CP689;;CAR_02;12.04.2025;24640.0;
fact;CF378;;CAR_07;12.05.2025;4840.0;
payment;CP694;;CAR_07;12.05.2025;4840.0;
debit;CD337;;CAR_01;12.05.2025;21560.0;
payment;CP695;;CAR_01;12.05.2025;21560.0;
debit;CD338;;CAR_08;12.05.2025;5280.0;
payment;CP696;;CAR_08;12.05.2025;5280.0;
debit;CD342;;CAR_07;14.06.2025;4840.0;
payment;CP702;;CAR_07;13.06.2025;4840.0;
fact;CF382;;CAR_08;13.06.2025;5280.0;
payment;CP703;;CAR_08;13.06.2025;5280.0;
fact;CF385;;CAR_08;11.07.2025;5280.0;
payment;CP709;;CAR_08;11.07.2025;5280.0;
fact;CF386;;CAR_03;11.07.2025;5500.0;
fact;CF391;;CAR_08;13.08.2025;5280.0;
payment;CP713;;CAR_08;13.08.2025;5280.0;
debit;CD348;;CAR_08;14.09.2025;5280.0;
payment;CP718;;CAR_08;14.09.2025;5280.0;
debit;CD349;;CAR_06;14.09.2025;-110000.0;
fact;CF394;;CAR_06;14.09.2025;110000.0;
fact;CF395;;CAR_03;11.09.2025;38500.0;
payment;CP719;;CAR_03;14.09.2025;38500.0;
fact;CF396;;CAR_05;14.09.2025;33880.0;
payment;CP720;;CAR_05;14.09.2025;33880.0;
fact;CF397;;CAR_04;11.09.2025;41580.0;
payment;CP721;;CAR_04;11.09.2025;41580.0;
fact;CF400;;CAR_08;13.10.2025;5280.0;
payment;CP728;;CAR_08;13.10.2025;5280.0;
fact;CF401;;CAR_08;14.11.2025;5280.0;
payment;CP733;;CAR_08;14.11.2025;5280.0;
debit;CD356;;CAR_06;14.11.2025;-55000.0;
fact;CF402;;CAR_06;14.11.2025;55000.0;
payment;CP734;;CAR_09;12.11.2025;33880.0;
debit;CD358;;CAR_08;13.12.2025;5280.0;
payment;CP739;;CAR_08;13.12.2025;5280.0;
debit;CD359;;CAR_03;13.12.2025;33000.0;
fact;CF405;;CAR_03;13.12.2025;5500.0;
payment;CP740;;CAR_03;13.12.2025;38500.0;
fact;CF406;;CAR_05;13.12.2025;33880.0;
payment;CP741;;CAR_05;13.12.2025;33880.0;
fact;CF407;;CAR_09;13.12.2025;33880.0;
payment;CP742;;CAR_04;13.12.2025;41580.0;
fact;CF408;;CAR_01;13.01.2025;21560.0;
payment;CP748;;CAR_01;13.01.2025;21560.0;
fact;CF409;;CAR_08;13.01.2025;4840.0;
payment;CP749;;CAR_08;14.01.2025;4840.0;
debit;CD361;;CAR_09;14.01.2025;-30800.0;
fact;CF410;;CAR_09;14.01.2025;30800.0;
debit;CD362;;CAR_07;13.02.2025;4840.0;
payment;CP755;;CAR_07;13.02.2025;4840.0;
fact;CF411;;CAR_08;13.02.2025;4840.0;
payment;CP756;;CAR_08;13.02.2025;4840.0;
debit;CD365;;CAR_07;14.03.2025;4840.0;
payment;CP763;;CAR_07;14.03.2025;4840.0;
debit;CD366;;CAR_08;13.03.2025;-2420.0;
fact;CF414;;CAR_08;13.03.2025;7700.0;
payment;CP764;;CAR_08;13.03.2025;5280.0;
fact;CF417;;CAR_07;13.04.2025;4840.0;
payment;CP770;;CAR_07;13.04.2025;4840.0;
debit;CD369;;CAR_08;12.04.2025;5280.0;
payment;CP771;;CAR_08;14.04.2025;5280.0;
debit;CD370;;CAR_06;13.04.2025;-4840.0;
fact;CF418;;CAR_06;13.04.2025;4840.0;
debit;CD373;;CAR_07;15.05.2025;4840.0;
payment;CP775;;CAR_07;15.05.2025;4840.0;
debit;CD374;;CAR_08;12.05.2025;5280.0;
payment;CP776;;CAR_08;15.05.2025;5280.0;
debit;CD378;;CAR_07;14.06.2025;4840.0;
payment;CP782;;CAR_07;14.06.2025;4840.0;
debit;CD379;;CAR_08;14.06.2025;-2200.0;
fact;CF423;;CAR_08;14.06.2025;7480.0;
payment;CP783;;CAR_08;14.06.2025;5280.0;
debit;CD380;;CAR_06;14.06.2025;-39600.0;
fact;CF424;;CAR_06;14.06.2025;39600.0;
debit;CD381;;CAR_03;14.06.2025;38500.0;
payment;CP784;;CAR_03;14.06.2025;38500.0;
fact;CF425;;CAR_04;14.06.2025;41580.0;
payment;CP785;;CAR_04;14.06.2025;41580.0;
fact;CF428;;CAR_08;14.07.2025;5280.0;
payment;CP792;;CAR_08;14.07.2025;5280.0;
fact;CF429;;CAR_05;14.07.2025;33880.0;
payment;CP793;;CAR_05;14.07.2025;33880.0;
fact;CF432;;CAR_07;15.08.2025;30800.0;
payment;CP797;;CAR_07;15.08.2025;30800.0;
debit;CD385;;CAR_08;15.08.2025;-5280.0;
fact;CF433;;CAR_08;15.08.2025;10560.0;
payment;CP798;;CAR_08;15.08.2025;5280.0;
debit;CD386;;CAR_03;15.08.2025;-38500.0;
fact;CF434;;CAR_03;13.08.2025;38500.0;
payment;CP799;;CAR_09;15.08.2025;33880.0;
fact;CF437;;CAR_08;14.09.2025;5280.0;
payment;CP804;;CAR_08;14.09.2025;5280.0;
payment;CP811;;CAR_01;14.10.2025;21560.0;
debit;CD395;;CAR_10;14.10.2025;41580.0;
payment;CP812;;CAR_10;13.10.2025;41580.0;
fact;CF438;;CAR_08;14.10.2025;5280.0;
payment;CP813;;CAR_08;14.10.2025;5280.0;
debit;CD398;;CAR_10;14.11.2025;-11000.0;
fact;CF441;;CAR_10;14.11.2025;11000.0;
fact;CF442;;CAR_08;14.11.2025;5280.0;
payment;CP820;;CAR_08;14.11.2025;5280.0;
debit;CD399;;CAR_06;14.11.2025;7920.0;
fact;CF443;;CAR_09;14.11.2025;33880.0;
fact;CF446;;CAR_08;13.12.2025;5280.0;
payment;CP825;;CAR_08;13.12.2025;5280.0;
debit;CD401;;CAR_03;13.12.2025;-5500.0;
fact;CF447;;CAR_03;13.12.2025;5500.0;
fact;CF448;;CAR_04;13.12.2025;41580.0;
fact;CF451;;CAR_08;14.01.2025;4840.0;
payment;CP831;;CAR_08;14.01.2025;4840.0;
fact;CF452;;CAR_05;14.01.2025;33880.0;
payment;CP832;;CAR_05;14.01.2025;33880.0;
debit;CD403;;CAR_07;15.02.2025;-3960.0;
fact;CF455;;CAR_07;15.02.2025;8800.0;
payment;CP838;;CAR_07;15.02.2025;4840.0;
debit;CD404;;CAR_08;15.02.2025;4840.0;
payment;CP839;;CAR_08;15.02.2025;4840.0;
debit;CD407;;CAR_07;15.03.2025;-2860.0;
fact;CF459;;CAR_07;15.03.2025;7700.0;
payment;CP845;;CAR_07;15.03.2025;4840.0;
debit;CD408;;CAR_08;14.03.2025;5280.0;
payment;CP846;;CAR_08;14.03.2025;5280.0;
fact;CF462;;CAR_07;15.04.2025;4840.0;
payment;CP852;;CAR_07;15.04.2025;4840.0;
debit;CD412;;CAR_01;15.04.2025;21560.0;
payment;CP853;;CAR_01;15.04.2025;21560.0;
debit;CD413;;CAR_08;15.04.2025;-2420.0;
fact;CF463;;CAR_08;15.04.2025;7700.0;
payment;CP854;;CAR_08;15.04.2025;5280.0;
fact;CF464;;CAR_09;15.04.2025;33440.0;
debit;CD416;;CAR_07;15.05.2025;-4840.0;
fact;CF466;;CAR_07;15.05.2025;9680.0;
payment;CP859;;CAR_07;15.05.2025;4840.0;
debit;CD417;;CAR_08;15.05.2025;-1540.0;
fact;CF467;;CAR_08;15.05.2025;6820.0;
payment;CP860;;CAR_08;15.05.2025;5280.0;
fact;CF468;;CAR_09;15.05.2025;33440.0;
payment;CP861;;CAR_09;15.05.2025;33440.0;
fact;CF471;;CAR_07;14.06.2025;4840.0;
payment;CP866;;CAR_07;14.06.2025;4840.0;
debit;CD418;;CAR_08;14.06.2025;5280.0;
payment;CP867;;CAR_08;14.06.2025;5280.0;
fact;CF472;;CAR_02;14.06.2025;105600.0;
payment;CP868;;CAR_02;14.06.2025;105600.0;
fact;CF473;;CAR_05;14.06.2025;33880.0;
fact;CF477;;CAR_01;14.07.2025;21560.0;
payment;CP874;;CAR_01;14.07.2025;21560.0;
fact;CF478;;CAR_08;14.07.2025;5280.0;
payment;CP875;;CAR_08;14.07.2025;5280.0;
payment;CP876;;CAR_02;14.07.2025;105600.0;
debit;CD423;;CAR_08;15.08.2025;5280.0;
payment;CP882;;CAR_08;15.08.2025;5280.0;
debit;CD424;;CAR_06;15.08.2025;33880.0;
payment;CP883;;CAR_06;15.08.2025;33880.0;
fact;CF482;;CAR_09;15.08.2025;33880.0;
debit;CD427;;CAR_10;16.09.2025;-22880.0;
fact;CF486;;CAR_10;16.09.2025;22880.0;
debit;CD428;;CAR_08;16.09.2025;-10560.0;
fact;CF487;;CAR_08;16.09.2025;15840.0;
payment;CP889;;CAR_08;16.09.2025;5280.0;
fact;CF492;;CAR_08;16.10.2025;5280.0;
payment;CP894;;CAR_08;16.10.2025;5280.0;
debit;CD437;;CAR_01;16.11.2025;-11000.0;
fact;CF494;;CAR_01;16.11.2025;11000.0;
debit;CD438;;CAR_10;14.11.2025;-5500.0;
fact;CF495;;CAR_10;16.11.2025;5500.0;
fact;CF496;;CAR_08;16.11.2025;5280.0;
payment;CP900;;CAR_08;16.11.2025;5280.0;
fact;CF497;;CAR_03;16.11.2025;38500.0;
payment;CP901;;CAR_03;16.11.2025;38500.0;
payment;CP902;;CAR_05;16.11.2025;33880.0;
fact;CF498;;CAR_04;16.11.2025;41580.0;
payment;CP903;;CAR_04;16.11.2025;41580.0;
payment;CP909;;CAR_07;13.12.2025;33880.0;
debit;CD440;;CAR_08;13.12.2025;-5280.0;
fact;CF502;;CAR_08;16.12.2025;10560.0;
payment;CP910;;CAR_08;16.12.2025;5280.0;
fact;CF504;;CAR_08;14.01.2025;4840.0;
payment;CP915;;CAR_08;14.01.2025;4840.0;
debit;CD442;;CAR_09;17.01.2025;30800.0;
payment;CP916;;CAR_09;14.01.2025;30800.0;
debit;CD443;;CAR_07;15.02.2025;-3960.0;
fact;CF507;;CAR_07;15.02.2025;8800.0;
payment;CP923;;CAR_07;16.02.2025;4840.0;
fact;CF508;;CAR_08;16.02.2025;4840.0;
payment;CP924;;CAR_08;16.02.2025;4840.0;
fact;CF509;;CAR_02;16.02.2025;23100.0;
payment;CP925;;CAR_02;16.02.2025;23100.0;
debit;CD445;;CAR_07;16.03.2025;-7040.0;
fact;CF510;;CAR_07;16.03.2025;11880.0;
payment;CP929;;CAR_07;15.03.2025;4840.0;
debit;CD446;;CAR_08;15.03.2025;-2420.0;
fact;CF511;;CAR_08;16.03.2025;7700.0;
payment;CP930;;CAR_08;16.03.2025;5280.0;
fact;CF512;;CAR_02;15.03.2025;23100.0;
payment;CP931;;CAR_02;15.03.2025;23100.0;
debit;CD449;;CAR_07;16.04.2025;4840.0;
payment;CP935;;CAR_07;16.04.2025;4840.0;
debit;CD450;;CAR_08;16.04.2025;-2420.0;
fact;CF515;;CAR_08;17.04.2025;7700.0;
payment;CP936;;CAR_08;17.04.2025;5280.0;
debit;CD452;;CAR_07;17.05.2025;4840.0;
payment;CP942;;CAR_07;17.05.2025;4840.0;
debit;CD453;;CAR_08;17.05.2025;440.0;
fact;CF517;;CAR_08;17.05.2025;4840.0;
payment;CP943;;CAR_08;17.05.2025;5280.0;
debit;CD455;;CAR_07;15.06.2025;-6160.0;
fact;CF520;;CAR_07;17.06.2025;11000.0;
payment;CP949;;CAR_07;17.06.2025;4840.0;
debit;CD456;;CAR_08;14.06.2025;-6380.0;
fact;CF521;;CAR_08;17.06.2025;11660.0;
payment;CP950;;CAR_08;17.06.2025;5280.0;
debit;CD457;;CAR_03;17.06.2025;-38500.0;
fact;CF522;;CAR_03;17.06.2025;38500.0;
payment;CP951;;CAR_05;17.06.2025;33880.0;
fact;CF526;;CAR_08;17.07.2025;5280.0;
payment;CP955;;CAR_08;17.07.2025;5280.0;
fact;CF528;;CAR_08;17.08.2025;5280.0;
payment;CP960;;CAR_08;15.08.2025;5280.0;
debit;CD461;;CAR_03;15.08.2025;38500.0;
payment;CP961;;CAR_03;15.08.2025;38500.0;
fact;CF529;;CAR_04;17.08.2025;41580.0;
payment;CP962;;CAR_04;17.08.2025;41580.0;
fact;CF531;;CAR_01;16.09.2025;21560.0;
payment;CP969;;CAR_01;16.09.2025;21560.0;
debit;CD466;;CAR_10;16.09.2025;34980.0;
fact;CF532;;CAR_10;16.09.2025;6600.0;
payment;CP970;;CAR_10;16.09.2025;41580.0;
fact;CF533;;CAR_08;16.09.2025;5280.0;
payment;CP971;;CAR_08;16.09.2025;5280.0;
fact;CF534;;CAR_01;16.10.2025;21560.0;
fact;CF535;;CAR_08;16.10.2025;5280.0;
payment;CP977;;CAR_08;16.10.2025;5280.0;
payment;CP978;;CAR_09;16.10.2025;33880.0;
debit;CD473;;CAR_10;16.11.2025;-115500.0;
fact;CF538;;CAR_10;16.11.2025;115500.0;
debit;CD474;;CAR_08;16.11.2025;5280.0;
payment;CP984;;CAR_08;16.11.2025;5280.0;
fact;CF539;;CAR_05;16.11.2025;33880.0;
fact;CF542;;CAR_08;16.12.2025;5280.0;
payment;CP989;;CAR_08;16.12.2025;5280.0;
debit;CD478;;CAR_03;16.12.2025;-11000.0;
fact;CF543;;CAR_03;16.12.2025;11000.0;
debit;CD480;;CAR_07;18.01.2025;33880.0;
payment;CP995;;CAR_07;17.01.2025;33880.0;
fact;CF545;;CAR_08;17.01.2025;4840.0;
payment;CP996;;CAR_08;18.01.2025;4840.0;
debit;CD481;;CAR_06;18.01.2025;30800.0;
payment;CP997;;CAR_06;18.01.2025;30800.0;
debit;CD482;;CAR_03;18.01.2025;40040.0;
payment;CP998;;CAR_03;18.01.2025;40040.0;
debit;CD484;;CAR_07;16.02.2025;-1760.0;
fact;CF547;;CAR_07;16.02.2025;6600.0;
payment;CP1004;;CAR_07;16.02.2025;4840.0;
fact;CF548;;CAR_08;16.02.2025;4840.0;
payment;CP1005;;CAR_08;16.02.2025;4840.0;
debit;CD486;;CAR_07;18.03.2025;4840.0;
payment;CP1009;;CAR_07;18.03.2025;4840.0;
debit;CD487;;CAR_08;16.03.2025;-2420.0;
fact;CF550;;CAR_08;16.03.2025;7700.0;
payment;CP1010;;CAR_08;18.03.2025;5280.0;
fact;CF551;;CAR_05;18.03.2025;36960.0;
debit;CD490;;CAR_07;17.04.2025;-9680.0;
fact;CF552;;CAR_07;17.04.2025;14520.0;
payment;CP1014;;CAR_07;17.04.2025;4840.0;
debit;CD491;;CAR_08;17.04.2025;-2420.0;
fact;CF553;;CAR_08;17.04.2025;7700.0;
payment;CP1015;;CAR_08;17.04.2025;5280.0;
debit;CD492;;CAR_06;17.04.2025;-4840.0;
fact;CF554;;CAR_06;17.04.2025;4840.0;
payment;CP1016;;CAR_09;17.04.2025;33440.0;
fact;CF557;;CAR_07;17.05.2025;4840.0;
payment;CP1022;;CAR_07;18.05.2025;4840.0;
debit;CD496;;CAR_08;18.05.2025;-1540.0;
fact;CF558;;CAR_08;18.05.2025;6820.0;
payment;CP1023;;CAR_08;17.05.2025;5280.0;
fact;CF559;;CAR_03;17.05.2025;40700.0;
payment;CP1024;;CAR_03;17.05.2025;38500.0;
fact;CF560;;CAR_04;18.05.2025;41580.0;
payment;CP1025;;CAR_04;18.05.2025;41580.0;
debit;CD498;;CAR_01;18.06.2025;21560.0;
payment;CP1031;;CAR_01;18.06.2025;21560.0;
debit;CD499;;CAR_08;18.06.2025;5280.0;
payment;CP1032;;CAR_08;17.06.2025;5280.0;
payment;CP1037;;CAR_07;17.07.2025;30800.0;
fact;CF567;;CAR_08;17.07.2025;5280.0;
payment;CP1038;;CAR_08;17.07.2025;5280.0;
payment;CP1039;;CAR_09;17.07.2025;33880.0;
debit;CD501;;CAR_08;18.08.2025;-5280.0;
fact;CF571;;CAR_08;17.08.2025;10560.0;
payment;CP1044;;CAR_08;18.08.2025;5280.0;
fact;CF572;;CAR_02;18.08.2025;105600.0;
debit;CD505;;CAR_08;18.09.2025;5280.0;
payment;CP1048;;CAR_08;18.09.2025;5280.0;
fact;CF579;;CAR_08;16.10.2025;5280.0;
payment;CP1055;;CAR_08;16.10.2025;5280.0;
debit;CD511;;CAR_07;17.11.2025;-6600.0;
fact;CF582;;CAR_07;17.11.2025;40480.0;
payment;CP1062;;CAR_07;17.11.2025;33880.0;
debit;CD512;;CAR_08;17.11.2025;-5280.0;
fact;CF583;;CAR_08;17.11.2025;10560.0;
payment;CP1063;;CAR_08;17.11.2025;5280.0;
debit;CD513;;CAR_08;18.12.2025;-5280.0;
fact;CF586;;CAR_08;18.12.2025;10560.0;
payment;CP1067;;CAR_08;18.12.2025;5280.0;
debit;CD514;;CAR_03;18.12.2025;-5500.0;
fact;CF587;;CAR_03;18.12.2025;5500.0;
debit;CD517;;CAR_07;18.01.2025;-33880.0;
fact;CF590;;CAR_07;18.01.2025;33880.0;
fact;CF591;;CAR_08;19.01.2025;4840.0;
payment;CP1073;;CAR_08;19.01.2025;4840.0;
debit;CD518;;CAR_06;19.01.2025;-4400.0;
fact;CF592;;CAR_06;19.01.2025;4400.0;
debit;CD519;;CAR_03;19.01.2025;-5720.0;
fact;CF593;;CAR_03;19.01.2025;5720.0;
debit;CD522;;CAR_07;18.02.2025;-4840.0;
fact;CF597;;CAR_07;19.02.2025;9680.0;
payment;CP1080;;CAR_07;16.02.2025;4840.0;
fact;CF598;;CAR_01;16.02.2025;21560.0;
payment;CP1081;;CAR_01;16.02.2025;21560.0;
debit;CD523;;CAR_08;16.02.2025;4840.0;
payment;CP1082;;CAR_08;16.02.2025;4840.0;
fact;CF599;;CAR_05;16.02.2025;36960.0;
payment;CP1083;;CAR_05;18.02.2025;36960.0;
fact;CF600;;CAR_09;16.02.2025;30800.0;
debit;CD526;;CAR_07;18.03.2025;4840.0;
payment;CP1090;;CAR_07;18.03.2025;4840.0;
debit;CD527;;CAR_01;18.03.2025;-11440.0;
fact;CF603;;CAR_01;18.03.2025;33000.0;
payment;CP1091;;CAR_01;18.03.2025;21560.0;
debit;CD528;;CAR_08;19.03.2025;-2420.0;
fact;CF604;;CAR_08;18.03.2025;7700.0;
payment;CP1092;;CAR_08;18.03.2025;5280.0;
payment;CP1093;;CAR_05;19.03.2025;36960.0;
fact;CF605;;CAR_09;19.03.2025;33440.0;
debit;CD531;;CAR_07;17.04.2025;4840.0;
payment;CP1100;;CAR_07;18.04.2025;4840.0;
debit;CD532;;CAR_08;18.04.2025;5280.0;
payment;CP1101;;CAR_08;18.04.2025;5280.0;
debit;CD533;;CAR_06;18.04.2025;-106480.0;
fact;CF608;;CAR_06;19.04.2025;106480.0;
debit;CD537;;CAR_07;18.05.2025;-2860.0;
fact;CF612;;CAR_07;18.05.2025;7700.0;
payment;CP1107;;CAR_07;18.05.2025;4840.0;
fact;CF613;;CAR_08;18.05.2025;5280.0;
payment;CP1108;;CAR_08;18.05.2025;5280.0;
debit;CD541;;CAR_07;18.06.2025;-74360.0;
debit;CD542;;CAR_01;19.06.2025;-33000.0;
fact;CF617;;CAR_01;19.06.2025;33000.0;
debit;CD543;;CAR_08;19.06.2025;5280.0;
payment;CP1113;;CAR_08;18.06.2025;5280.0;
fact;CF620;;CAR_07;17.07.2025;30800.0;
fact;CF621;;CAR_08;17.07.2025;5280.0;
payment;CP1120;;CAR_08;17.07.2025;5280.0;
fact;CF622;;CAR_06;17.07.2025;33880.0;
payment;CP1121;;CAR_06;17.07.2025;33880.0;
fact;CF623;;CAR_02;17.07.2025;105600.0;
fact;CF624;;CAR_09;17.07.2025;33880.0;
fact;CF628;;CAR_10;18.08.2025;41580.0;
debit;CD544;;CAR_08;18.08.2025;5280.0;
payment;CP1128;;CAR_08;18.08.2025;5280.0;
payment;CP1129;;CAR_02;18.08.2025;105600.0;
fact;CF629;;CAR_05;18.08.2025;33880.0;
payment;CP1130;;CAR_05;18.08.2025;33880.0;
debit;CD546;;CAR_10;18.09.2025;-4400.0;
fact;CF632;;CAR_10;18.09.2025;4400.0;
fact;CF633;;CAR_08;18.09.2025;5280.0;
payment;CP1135;;CAR_08;18.09.2025;5280.0;
fact;CF634;;CAR_02;18.09.2025;105600.0;
payment;CP1136;;CAR_02;18.09.2025;105600.0;
payment;CP1137;;CAR_09;18.09.2025;33880.0;
debit;CD550;;CAR_10;16.10.2025;-6600.0;
fact;CF636;;CAR_10;16.10.2025;6600.0;
debit;CD551;;CAR_08;16.10.2025;5280.0;
payment;CP1144;;CAR_08;16.10.2025;5280.0;
payment;CP1145;;CAR_02;17.10.2025;105600.0;
debit;CD552;;CAR_03;17.10.2025;38500.0;
payment;CP1146;;CAR_03;17.10.2025;38500.0;
payment;CP1147;;CAR_05;17.10.2025;33880.0;
fact;CF637;;CAR_09;17.10.2025;33880.0;
payment;CP1148;;CAR_04;16.10.2025;41580.0;
debit;CD555;;CAR_01;17.11.2025;21560.0;
payment;CP1156;;CAR_01;17.11.2025;21560.0;
debit;CD556;;CAR_10;17.11.2025;41580.0;
payment;CP1157;;CAR_10;17.11.2025;41580.0;
fact;CF642;;CAR_08;17.11.2025;5280.0;
payment;CP1158;;CAR_08;17.11.2025;5280.0;
debit;CD557;;CAR_06;17.11.2025;-15400.0;
fact;CF643;;CAR_06;17.11.2025;15400.0;
debit;CD558;;CAR_02;17.11.2025;105600.0;
payment;CP1159;;CAR_02;17.11.2025;105600.0;
fact;CF648;;CAR_07;18.12.2025;33880.0;
payment;CP1166;;CAR_07;18.12.2025;33880.0;
debit;CD561;;CAR_08;18.12.2025;-5280.0;
fact;CF649;;CAR_08;18.12.2025;10560.0;
payment;CP1167;;CAR_08;18.12.2025;5280.0;
fact;CF650;;CAR_02;18.12.2025;105600.0;
payment;CP1168;;CAR_02;18.12.2025;105600.0;
debit;CD562;;CAR_03;18.12.2025;-5500.0;
fact;CF651;;CAR_03;18.12.2025;5500.0;
fact;CF652;;CAR_09;18.12.2025;33880.0;
payment;CP1169;;CAR_09;18.12.2025;33880.0;
fact;CF654;;CAR_08;19.01.2025;4840.0;
payment;CP1177;;CAR_08;19.01.2025;4840.0;
debit;CD565;;CAR_06;19.01.2025;-4400.0;
fact;CF655;;CAR_06;19.01.2025;4400.0;
fact;CF656;;CAR_02;19.01.2025;23100.0;
payment;CP1178;;CAR_02;19.01.2025;23100.0;
debit;CD568;;CAR_07;20.02.2025;-4840.0;
fact;CF658;;CAR_07;19.02.2025;9680.0;
payment;CP1184;;CAR_07;19.02.2025;4840.0;
debit;CD569;;CAR_08;19.02.2025;-4840.0;
fact;CF659;;CAR_08;20.02.2025;9680.0;
payment;CP1185;;CAR_08;19.02.2025;4840.0;
fact;CF660;;CAR_03;19.02.2025;40040.0;
payment;CP1186;;CAR_03;19.02.2025;40040.0;
debit;CD571;;CAR_07;20.03.2025;-9680.0;
fact;CF662;;CAR_07;20.03.2025;14520.0;
payment;CP1191;;CAR_07;19.03.2025;4840.0;
debit;CD572;;CAR_08;20.03.2025;-10120.0;
fact;CF663;;CAR_08;20.03.2025;15400.0;
payment;CP1192;;CAR_08;20.03.2025;5280.0;
fact;CF668;;CAR_07;19.04.2025;4840.0;
payment;CP1198;;CAR_07;20.04.2025;4840.0;
debit;CD575;;CAR_08;20.04.2025;-2420.0;
fact;CF669;;CAR_08;20.04.2025;7700.0;
payment;CP1199;;CAR_08;20.04.2025;5280.0;
fact;CF670;;CAR_04;20.04.2025;41580.0;
payment;CP1200;;CAR_04;20.04.2025;41580.0;
debit;CD579;;CAR_07;18.05.2025;-1980.0;
fact;CF674;;CAR_07;19.05.2025;6820.0;
payment;CP1206;;CAR_07;19.05.2025;4840.0;
debit;CD580;;CAR_08;19.05.2025;-1100.0;
fact;CF675;;CAR_08;19.05.2025;6380.0;
payment;CP1207;;CAR_08;19.05.2025;5280.0;
debit;CD583;;CAR_08;20.06.2025;5280.0;
payment;CP1211;;CAR_08;20.06.2025;5280.0;
payment;CP1212;;CAR_09;20.06.2025;33880.0;
fact;CF682;;CAR_08;17.07.2025;5280.0;
payment;CP1217;;CAR_08;19.07.2025;5280.0;
fact;CF683;;CAR_03;19.07.2025;38500.0;
payment;CP1218;;CAR_03;19.07.2025;38500.0;
fact;CF684;;CAR_04;19.07.2025;41580.0;
payment;CP1219;;CAR_04;19.07.2025;41580.0;
debit;CD589;;CAR_01;18.08.2025;21560.0;
payment;CP1226;;CAR_01;18.08.2025;21560.0;
payment;CP1227;;CAR_10;18.08.2025;41580.0;
fact;CF687;;CAR_08;18.08.2025;5280.0;
payment;CP1228;;CAR_08;18.08.2025;5280.0;
debit;CD594;;CAR_10;18.09.2025;-11000.0;
fact;CF689;;CAR_10;18.09.2025;11000.0;
debit;CD595;;CAR_08;18.09.2025;5280.0;
payment;CP1234;;CAR_08;18.09.2025;5280.0;
fact;CF690;;CAR_09;18.09.2025;33880.0;
fact;CF693;;CAR_08;17.10.2025;5280.0;
payment;CP1240;;CAR_08;19.10.2025;5280.0;
fact;CF694;;CAR_05;19.10.2025;33880.0;
fact;CF695;;CAR_04;19.10.2025;41580.0;
debit;CD600;;CAR_01;18.11.2025;-13200.0;
fact;CF699;;CAR_01;17.11.2025;13200.0;
debit;CD601;;CAR_08;17.11.2025;5280.0;
payment;CP1245;;CAR_08;17.11.2025;5280.0;
debit;CD605;;CAR_08;18.12.2025;5280.0;
payment;CP1252;;CAR_08;18.12.2025;5280.0;
debit;CD606;;CAR_03;18.12.2025;-5500.0;
fact;CF702;;CAR_03;20.12.2025;5500.0;
fact;CF703;;CAR_08;19.01.2025;4840.0;
payment;CP1258;;CAR_08;19.01.2025;4840.0;
debit;CD608;;CAR_06;19.01.2025;-4400.0;
fact;CF704;;CAR_06;19.01.2025;4400.0;
debit;CD609;;CAR_03;19.01.2025;-11440.0;
fact;CF705;;CAR_03;19.01.2025;11440.0;
debit;CD611;;CAR_07;21.02.2025;2640.0;
fact;CF707;;CAR_07;21.02.2025;2200.0;
payment;CP1263;;CAR_07;21.02.2025;4840.0;
debit;CD612;;CAR_08;21.02.2025;4840.0;
payment;CP1264;;CAR_08;21.02.2025;4840.0;
payment;CP1265;;CAR_09;20.02.2025;30800.0;
debit;CD614;;CAR_07;20.03.2025;4840.0;
payment;CP1270;;CAR_07;20.03.2025;4840.0;
debit;CD615;;CAR_08;20.03.2025;-10120.0;
fact;CF708;;CAR_08;20.03.2025;15400.0;
payment;CP1271;;CAR_08;20.03.2025;5280.0;
payment;CP1272;;CAR_09;20.03.2025;33440.0;
fact;CF711;;CAR_07;20.04.2025;4840.0;
payment;CP1277;;CAR_07;20.04.2025;4840.0;
debit;CD617;;CAR_08;20.04.2025;-2420.0;
fact;CF712;;CAR_08;20.04.2025;7700.0;
payment;CP1278;;CAR_08;20.04.2025;5280.0;
